"ID","Number","Invoice Ref","Created","Updated","Author","Description","Property Ref","Property","Branch","Client Ref","Client","Billing Card Ref","Billing Card Name","Date","Due Date","Days Overdue","Last Reminder Sent At","Subtotal","Tax","Total","Credit Total","Status","Task Ref","Task Name","Task ID","Task Status","Task Cost Centre","Task Category","Task Service Group"
4791,"U0001888","PO4200392922 WO 30693959","2025-06-17 09:43:17","2025-10-01 03:18:43","Jade Ogony","8/6 - Normalised vesda units lvl 3

In/out of fault due to high winds (supply air)
Will adjust lvls of vesdas next revisit and new filters

14/6 - reprogramming lvl 3 vesda airflows .

All back to normal state","39A337","(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015","","1002","Sydney Trains","CO-2217","Sydney Trains ( Transport for NSW)","2025-06-17","2025-07-30",260,"","1770.0000","177.0000","1947.0000",0.00,"PAID","T-12574","ROC","12574","COMPLETE","","Callout","R DETECTION"
4790,"U0001887","WOT0026536","2025-06-17 09:41:46","2025-07-19 03:14:03","Jade Ogony","","39A518","ACU -  Building 705 - 43 Australia Street, Camperdown, NSW 2008","","1072","Australian Catholic Universities (ACU)","CO-2387","Australian Catholic University (ACU)","2025-06-17","2025-07-30",260,"","850.0000","85.0000","935.0000",0.00,"PAID","T-12698","discussion ","12698","COMPLETE","","Callout","R DETECTION"
4789,"U0001886","PO 4200392922 WO 30713900","2025-06-17 09:40:55","2025-10-01 03:18:43","Jade Ogony","","39A337","(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015","","1002","Sydney Trains","CO-2217","Sydney Trains ( Transport for NSW)","2025-06-17","2025-07-30",260,"","1190.0000","119.0000","1309.0000",0.00,"PAID","T-12706","Smoke detector faults","12706","COMPLETE","","Callout","R DETECTION"
4788,"U0001885","W14041671","2025-06-17 09:09:26","2025-07-13 03:16:48","Jade Ogony","As per accepted defect quote QD-0512 dated 27-03-2025.","39A208","Gateway Business Park - Unit 3/9/10 - 63-79 Parramatta Road, Silverwater, NSW 2128","","Knight Frank Australia Pty Ltd","Cambooya Properties C/o Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-06-17","2025-07-30",260,"","21402.0000","2140.2000","23542.2000",0.00,"PAID","T-09979","Replace Detector - Failed Sensitivity Testing (Quote QD-0512)","9979","COMPLETE","","Repair","R DETECTION"
4787,"U0001884","Work Order No: 303036 Purchase Order No: 527338","2025-06-17 08:43:54","2025-07-11 03:04:57","Jade Ogony","","39675 AU643","Goodman AU643 - 15 Berry Street, Granville, NSW 2142","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-17","2025-07-30",260,"","750.0000","75.0000","825.0000",0.00,"PAID","T-05678","FFFT","5678","COMPLETE","","Callout","R DETECTION"
4753,"U0001882","Work Order No: 302847 Purchase Order No: 527033","2025-06-16 09:35:50","2025-07-04 03:06:06","Jade Ogony","As per accepted defect quote QD-0940 dated 11-06-2025.","39A635 AU186","Precinct 5 AU186 - 3 Tundra Close, Kemps Kreek, NSW 2178","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-16","2025-07-30",260,"","962.0000","96.2000","1058.2000",0.00,"PAID","T-12622","Replace Three I/O Module (Quote QD-0940)","12622","COMPLETE","","Repair","R DETECTION"
4750,"U0001881","","2025-06-13 15:34:09","2025-07-10 03:17:39","Jade Ogony","Turned up to site due to fire panel buzzing found level one a construction site looks like this is causing a speaker fault on the fire system and numerous smoke detectors have been removed and I open loop on the Fire system silenced OWS for now","39A242 A","Sika Australia - 55 Elizabeth Street, Wetherill Park, NSW 2164","","732","Sika Australia Pty Ltd","CO-2112","Sika Australia Pty Ltd","2025-06-13","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-12582","Fault on fire","12582","COMPLETE","","Callout","R DETECTION"
4748,"U0001879","1167","2025-06-13 12:58:40","2025-07-04 03:06:06","Jade Ogony","","39A356","PROACT FM - 162 Goulburn Street, Surry Hills - NSW 2010","","1012","Proact FM","CO-2222","Proact FM","2025-06-13","2025-07-30",260,"","2310.0000","231.0000","2541.0000",0.00,"PAID","T-11863","Defect raised from monthly testing. 2025","11863","COMPLETE","","Callout","R DETECTION"
4747,"U0001878","PO6664690_201010","2025-06-13 12:22:55","2025-07-19 03:14:03","Jade Ogony","","39A537","Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164","","","The Trustee for Charter Hall Prime Industrial Fund C/- CBRE Pty Ltd CBRE","CO-038","C.B Richard Ellis Pty Ltd","2025-06-13","2025-07-30",260,"","3640.0000","364.0000","4004.0000",0.00,"PAID","T-11582","2nd SIT test with Repairs ","11582","COMPLETE","","Callout","R DETECTION"
4744,"U0001875","Work Order No: 303011 Purchase Order No: 527294","2025-06-13 12:12:29","2025-07-04 03:06:07","Jade Ogony","Adjusted airflow to Vesda 10 faults now clear","39418 A AU543","Goodman AU543 - Zirco Data - 15-23 Quarry Road, Erskine Park, NSW 2759","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-13","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-12579","VESDA 10 in fault","12579","COMPLETE","","Callout","R DETECTION"
4743,"U0001874","PO6664736_201010.","2025-06-13 10:10:04","2025-07-19 03:14:03","Jade Ogony","","39A537","Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164","","","The Trustee for Charter Hall Prime Industrial Fund C/- CBRE Pty Ltd CBRE","CO-038","C.B Richard Ellis Pty Ltd","2025-06-13","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-11816","Attendance requested from Alistair to investigate FIP Faults.","11816","COMPLETE","","Callout","R DETECTION"
4742,"U0001873","2532","2025-06-13 09:39:58","2025-07-09 03:06:38","Jade Ogony","As per accepted defect quote QD-0810 dated 13-05-2025.","39A482","Fujitsu General - 1 Telopea Place, Eastern Creek, NSW 2766","","1069","GENERAL AUSTRALIA","CO-2379","Fujitsu General Australia","2025-06-13","2025-07-30",260,"","643.2600","64.3300","707.5900",0.00,"PAID","T-11840","Monthly Defect May 2025 - PA Failed (Quote QD-0810)","11840","COMPLETE","","Repair","R DETECTION"
4735,"U0001866","PO REQD","2025-06-12 20:05:33","2025-06-29 03:08:51","Jade Ogony","","39A382","ASICS - 6 Darling Street, Marsden Park - NSW 2765","","1046","Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust","CO-2314","Ganian Pty Ltd","2025-06-12","2025-07-30",260,"","4507.0000","450.7000","4957.7000",0.00,"PAID","T-00949","5 Yearly on Detection and Occupancy Warning System","949","COMPLETE","","Callout","R DETECTION"
4734,"U0001865","","2025-06-12 20:04:29","2025-06-29 03:08:51","Jade Ogony","","39A521","TigerPak - 21 Astoria Avenue, Marsden Park, NSW 2765","","1046","Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust","CO-2314","Ganian Pty Ltd","2025-06-12","2025-07-30",260,"","1800.0000","180.0000","1980.0000",0.00,"PAID","T-03080","5 Yearly sound testing.","3080","COMPLETE","","Callout","R DETECTION"
4733,"U0001864","WO: 293315 PO: 509944 CO: 527417","2025-06-12 19:58:06","2025-07-04 03:06:07","Jade Ogony","","39A427 AU645","Goodman AU645 - Campus Business Park - 350-374 Parramatta Road, Homebush West, NSW, 2140","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-12","2025-07-30",260,"","1370.0000","137.0000","1507.0000",0.00,"PAID","T-09887","BGA in fault ","9887","COMPLETE","","Callout","R DETECTION"
4732,"U0001863","WOT0026255","2025-06-12 19:54:41","2025-08-02 03:06:47","Jade Ogony","","39A513","ACU - Building 600-650 - 25a Baker Road, Strathfield, NSW 2055","","","Australian Catholic University (ACU)","CO-2387","Australian Catholic University (ACU)","2025-06-12","2025-07-30",260,"","690.0000","69.0000","759.0000",0.00,"PAID","T-11776","Bld 613 - Fault 21/5","11776","COMPLETE","","Callout","R DETECTION"
4731,"U0001862","WO 300460 PO 522607 - CO RQD","2025-06-12 19:49:17","2025-07-11 03:04:57","Jade Ogony","John M. 26/05/2025
Unit 15 had set off a heat detector in their kitchen. This did not send an alarm to the ASE. Investigated problem with ASE and monitoring. Found that the alarm relay at main FIP is faulty and no longer functioning properly on the main motherboard (2800). Relocated gate trip from another relay to a loop module to free up relay to use for ASE alarm. Reprogrammed FIP for gate trip on loop1 m84. Tested alarm on FIP to ASE and now functioning correctly. Main FIP Notifier 2800 system normal.

One fault and one isolate on AMPAC Sub FIP see photos attached.

Material used: 1x reconditioned FRM-1 relay module.","39753 AU893","Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-12","2025-07-30",260,"","1160.0000","116.0000","1276.0000",0.00,"PAID","T-11828","ASE wiring fault Paul Enright asked for Flamesafe to attend","11828","COMPLETE","","Callout","R DETECTION"
4730,"U0001861","","2025-06-12 19:34:45","2025-07-02 03:07:48","Jade Ogony","As per accepted defect quote QD-0899 dated 30-05-2025.","39A517","TRS - 170 Newton Road, Wetherill Park, NSW 2164","","215","Newton Road Holdings Pty Ltd","CO-100","Sussman Management Pty Ltd","2025-06-12","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-12525","Monthly Defect May 2025- Batteries (Quote QD-0899)","12525","COMPLETE","","Repair","R DETECTION"
4729,"U0001860","","2025-06-12 19:27:31","2025-07-06 03:16:38","Jade Ogony","Turned up to site found fan control modules failed. Will need a new one from Ampac.

Replaced fan control module with rese fault cleared system now normal","39642","Pro-Pac Packaging (BLDG 1) - 147 Newton Road, Wetherill Park, NSW 2164","","485","Kenneth R Moras Property Holdings Pty Ltd","CO-2119","Kenneth R Moras Property Holdings Pty Ltd","2025-06-12","2025-07-30",260,"","1317.0000","131.7000","1448.7000",0.00,"PAID","T-12615","fault notices from monitoring","12615","COMPLETE","","Callout","R DETECTION"
4725,"U0001856","13DIST2500082","2025-06-12 16:01:32","2026-01-25 03:16:37","Jade Ogony","Installed new CPU and display reprogrammed system now normal photos and documents","39A697","Use next","","","Knight Frank","CO-070","Knight Frank Australia Pty","2025-06-12","2025-07-30",260,"","4152.2000","415.2200","4567.4200",0.00,"PAID","T-11838","Replace Fire Panel Screen (Quote QD-0586)","11838","COMPLETE","","Repair","R DETECTION"
4724,"U0001855","121202","2025-06-12 16:00:52","2025-07-23 03:13:15","Jade Ogony","As per accepted defect quote QD-0482 dated 20-03-2025.","39A602 C","LOGOS - Building 6 - 145 Hollinsworth Road, Marsden Park 2765","","","Logos Property Management Pty Limited","CO-2420","Logos Property Management Pty Ltd","2025-06-12","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-12471","Monthly Defect March 2025 - FIP (Quote QD-0482)","12471","COMPLETE","","Repair","R DETECTION"
4723,"U0001854","121419","2025-06-12 16:00:13","2025-07-23 03:13:15","Jade Ogony","As per accepted defect quote QD-0919 dated 04-06-2025.","39A602 A","LOGOS - Building 4 - 145 Hollinsworth Road, Marsden Park, NSW 2765","","","Logos Property Management Pty Limited","CO-2420","Logos Property Management Pty Ltd","2025-06-12","2025-07-30",260,"","15080.0000","1508.0000","16588.0000",0.00,"PAID","T-12533","Network Cards need to be replaced in all building (Quote QD-0919)","12533","COMPLETE","","Repair","R DETECTION"
4722,"U0001853","PO6663340_201010","2025-06-12 15:59:32","2025-07-25 03:09:24","Jade Ogony","","39574","133 Vanessa Street, Kingsgrove, NSW 2208","","","C/- CBRE Pty Ltd","CO-038","C.B Richard Ellis Pty Ltd","2025-06-12","2025-07-30",260,"","720.0000","72.0000","792.0000",0.00,"PAID","T-12621","panel offline","12621","COMPLETE","","Callout","R DETECTION"
4652,"U0001783","","2025-06-11 16:51:25","2025-06-29 03:08:52","Jade Ogony","As per accepted defect quote QD-0579 dated 02-04-2025.","39A537","Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164","","CO-2754","Corporate Project Solutions","CO-2754","Corporate Project Solutions","2025-06-11","2025-07-30",260,"","2830.0000","283.0000","3113.0000",0.00,"PAID","T-12540","Disconnect Fire Trip - De-humidifier (Quote QD-0579)","12540","COMPLETE","","Repair","R DETECTION"
4651,"U0001782","","2025-06-11 16:47:10","2025-07-03 03:09:29","Jade Ogony","As per accepted defect quote QD-0420 dated 28-02-2025.","39799","Webstar/Bluestar - Units 1, 2 & 3 - 83 Derby Street, Silverwater, 2128 - NSW 237","","96","Bishops Real Estate Pty Ltd","CO-1605","Bishops Real Estate Pty Ltd","2025-06-11","2025-07-30",260,"","629.2300","62.9200","692.1500",0.00,"PAID","T-12527","Monthly Defect February 2025 - FIP Bat (Quote QD-0420)","12527","COMPLETE","","Repair","R DETECTION"
4650,"U0001781","105-6095-229","2025-06-11 16:45:05","2025-08-07 03:17:42","Jade Ogony","As per accepted defect quote QD-0264 dated 19-12-2024.","39875","Costco Casula - 20 Parkers Farm Place, Casula, 2170 NSW","","","Costco Wholesale Australia New Zealand","CO-1742","Costco Wholesale Australia Pty Ltd","2025-06-11","2025-07-30",260,"","620.0000","62.0000","682.0000",0.00,"PAID","T-06304","39875 (Quote QD-0264)","6304","COMPLETE","","Repair","R DETECTION"
4645,"U0001776","Work Order No: 302706 Purchase Order No: 526769","2025-06-11 14:24:09","2025-08-01 03:19:09","Jade Ogony","","39399 AU181","Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-11","2025-07-30",260,"","590.0000","59.0000","649.0000",0.00,"PAID","T-08316","isolation T1.13","8316","COMPLETE","","Callout","R DETECTION"
4643,"U0001774","","2025-06-11 08:52:44","2025-06-29 03:08:52","Jade Ogony","As per accepted defect quote QD-0290 dated 09-01-2025.","39A443","Axalta Coating Systems - 16 Darling Street, Marsden Park, NSW 2765","","1046","Ganian Pty Ltd ATF Blacktown Waste & Quarrying Land Unit Trust","CO-2314","Ganian Pty Ltd","2025-06-11","2025-07-30",260,"","3856.0000","385.6000","4241.6000",0.00,"PAID","T-11431","5 Yearly Detection and Warning System (Quote QD-0290)","11431","COMPLETE","","Repair","R DETECTION"
4642,"U0001773","4506548027","2025-06-11 08:47:10","2025-08-24 03:13:03","Jade Ogony","","39559","Goodman Fielder - 16 Templar Rd, Erskine Park, NSW 2759","","391","Goodman Fielder Consumer Foods Pty Ltd","CO-154","Goodman Fielder Consumer Foods Pty Ltd","2025-06-11","2025-07-30",260,"","720.0000","72.0000","792.0000",0.00,"PAID","T-11639","Evacuation Drill","11639","COMPLETE","","Callout","R DETECTION"
4641,"U0001772","Work Order No: 301545 Purchase Order No: 524323 - CO RQD","2025-06-11 08:39:28","2025-06-29 03:08:52","Jade Ogony","As per accepted defect quote QD-0871 dated 21-05-2025.","39A416 AU019","Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-11","2025-07-30",260,"","140.8000","14.0800","154.8800",0.00,"PAID","T-12479","Owner Agent Defect 2025- Batteries (Quote QD-0871)","12479","PERFORMED","","Repair","R DETECTION"
4639,"U0001770","Work Order No: 302526 Purchase Order No: 526304","2025-06-10 20:23:31","2025-07-04 03:06:07","Jade Ogony","","39A577 AU099","Goodman AU099 - 31 Heathcote Road, Moorebank, NSW, 2170","","","Goodman Property Services (Aust) Pty Limited  SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-10","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-11827","Lisa has emailed requesting attendance following ceiling collapse and the brigade have attended and…","11827","COMPLETE","","Callout","R DETECTION"
4622,"U0001753","","2025-06-10 16:56:14","2025-06-29 03:08:52","Jade Ogony","As per accepted defect quote QD-0449 dated 07-03-2025.","39902","60-68 Hampstead Road, Auburn, NSW 2144","","904","Raad Property Acquisition No 65 Pty Ltd","CO-1847","Taylor Nicholas South Sydney","2025-06-10","2025-07-30",260,"","490.0000","49.0000","539.0000",0.00,"PAID","T-11667","Monthly Defect March 2025 - FIP Batteries (Quote QD-0449)","11667","COMPLETE","","Repair","R DETECTION"
4621,"U0001752","22585520","2025-06-10 16:54:53","2025-09-14 03:01:22","Jade Ogony","As per accepted defect quote QD-0884 dated 27-05-2025.","39486","Carlton & United Breweries/Linfox - 5 Devon Street, Rosehill, NSW 2142","","1116","Spotless Facility Services","CO-2665","Spotless Facility Services Pty Ltd","2025-06-10","2025-07-30",260,"","481.0000","48.1000","529.1000",0.00,"PAID","T-12547","APFS Report 2025 - FIP Batteries (Quote QD-0884)","12547","COMPLETE","","Repair","R DETECTION"
4608,"U0001739","4118784","2025-06-10 13:23:33","2025-08-09 03:07:28","Jade Ogony","","39233","The Kitchenary - 27 Holbeche Road, Arndell Park, NSW 2148","","72","The Kitchenary Pty Ltd","CO-2161","The Kitchenary Pty Ltd","2025-06-10","2025-07-30",260,"","840.0000","84.0000","924.0000",0.00,"PAID","T-11589","Chiller Detector in Alarm ","11589","COMPLETE","","Callout","R DETECTION"
4607,"U0001738","PO6660813_201010","2025-06-10 13:22:43","2025-07-19 03:14:03","Jade Ogony","","39A537","Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164","","","The Trustee for Charter Hall Prime Industrial Fund C/- CBRE Pty Ltd CBRE","CO-038","C.B Richard Ellis Pty Ltd","2025-06-10","2025-07-30",260,"","660.0000","66.0000","726.0000",0.00,"PAID","T-09194","Faults 10 March","9194","COMPLETE","","Callout","R DETECTION"
4603,"U0001734","7939","2025-06-10 12:40:29","2025-09-12 03:14:51","Jade Ogony","John & Gordon
Installed cabling between surge protection device and network card on each node. System normal.","39A581","LOGOS - 246 Miller Road, Villawood, NSW 2165","","","Kerfoot","*None","Kerfoot Electrics Pty Limited","2025-06-10","2025-07-30",260,"","1709.5000","170.9500","1880.4500",0.00,"PAID","T-11871","SQ25-123","11871","COMPLETE","","Callout","R DETECTION"
4602,"U0001733","120424","2025-06-10 12:31:19","2025-07-23 03:13:15","Jade Ogony","As per accepted defect quote QD-0846 dated 16-05-2025.","39A581","LOGOS - 246 Miller Road, Villawood, NSW 2165","","1084","Logos Property Management Pty Limited","CO-2420","Logos Property Management Pty Ltd","2025-06-10","2025-07-30",260,"","598.0000","59.8000","657.8000",0.00,"PAID","T-11651","Montlhy Defect May 2025- Batteries (Quote QD-0846)","11651","COMPLETE","","Repair","R DETECTION"
4601,"U0001732","","2025-06-10 12:12:25","2025-07-13 03:16:49","Jade Ogony","Work Performed:

Attended site as requested.

Inspected fire alarm system and identified existing faults.

Cleared all faults from the fire panel.

Verified system functionality.

Fire panel is now operating normally with no active faults.","39757 AU058","Goodman AU058 - Bungaribee Industrial Estate - 71 Huntingwood Drive Building 2, Huntingwood, NSW, 2148","","","Metcash","*None","Metcash Trading Ltd","2025-06-10","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-12484","fault on FIP","12484","COMPLETE","","Callout","R DETECTION"
4600,"U0001731","","2025-06-10 12:11:11","2025-07-17 03:03:16","Jade Ogony","Attended site ,showed Foreman how to isolate and isolate fire system","39696","Costco Wholesale - 17-21 Parramatta Road, Auburn, NSW 2141","","280","Costco Wholesale Auburn","CO-1742","Costco Wholesale Australia Pty Ltd","2025-06-10","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-12439","Run through Isolation","12439","COMPLETE","","Callout","R DETECTION"
4599,"U0001730","Work Order No: 302233 Purchase Order No: 525709- CO RQD","2025-06-10 12:10:14","2025-06-29 03:08:53","Jade Ogony","Call out due to fault on fire system found detector fault in tunnel replaced detector cleared phone system now normal","39659 AU545","Goodman AU545 - Interlink Industrial Estate - Kimberly Clark -  35 Sarah Andrews Close, Erskine Park, NSW 2759","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-10","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-12545","Fault on FIP","12545","COMPLETE","","Callout","R DETECTION"
4598,"U0001729","EPPC2500252","2025-06-10 12:08:45","2025-07-13 03:16:49","Jade Ogony","","39981","Primary connect- EPXD- 36 Templar Road, Erskine Park, NSW 2759","","1106","Primary Connect","CO-2529","Primary Connect","2025-06-10","2025-07-30",260,"","460.0000","46.0000","506.0000",506.00,"PAID","T-11885","Earth Fault","11885","COMPLETE","","Callout","R DETECTION"
4597,"U0001728","W14302264","2025-06-10 12:07:06","2025-07-18 03:17:27","Jade Ogony","","39A283","18 Smith Street, Parramatta, NSW 2150","","","EUREKA FUND 5 PTY LIMITED ATF EUREKA PROPERTY FUND C/- Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-06-10","2025-07-30",260,"","2160.0000","216.0000","2376.0000",0.00,"PAID","T-12478","Trip Testing ","12478","COMPLETE","","Callout","R DETECTION"
4596,"U0001727","W14264434 PO - 11DISTDR2500124","2025-06-10 12:03:44","2025-10-24 03:16:53","Jade Ogony","As per accepted defect quote QD-0896 dated 30-05-2025.","39A421","CEVA - 9-11 Distribution Drive, Orchard Hills, NSW 2748","","","TCAL ATF Altis Bulky Sub Trust 3 Erskine Park C/- Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-06-10","2025-07-30",260,"","5017.7500","501.7800","5519.5300",0.00,"PAID","T-12363","Fire Trip to Cage Gate (Quote QD-0896)","12363","COMPLETE","","Repair","R DETECTION"
4595,"U0001726","Work Order No: 300757 Purchase Order No: 523082 - CO RQD","2025-06-10 11:17:24","2025-06-29 03:08:53","Jade Ogony","","39399 AU181","Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015","","","Goodman Property Services (Aust) Pty Limited SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-10","2025-07-30",260,"","560.0000","56.0000","616.0000",0.00,"PAID","T-11847","faults on fire panel","11847","COMPLETE","","Callout","R DETECTION"
4594,"U0001725","","2025-06-10 11:15:33","2025-07-03 03:09:29","Jade Ogony","","39704","Frutex - 20 St Albans Road, Kingsgrove, NSW 2208","","1007","Sterilisation Technologies Australia Pty Ltd","CO-2179","Sterilisation Technologies Australia Pty Ltd","2025-06-10","2025-07-30",260,"","720.0000","72.0000","792.0000",0.00,"PAID","T-11782","Mechanical Trip ","11782","COMPLETE","","Callout","R DETECTION"
4593,"U0001724","","2025-06-10 11:13:14","2025-07-02 03:07:48","Jade Ogony","","39A399","Baker & Co - 15 Healey Circuit, Huntingwood, NSW 2148","","","Baker & Co Ingredients","*None","Baker & Co","2025-06-10","2025-07-30",260,"","790.0000","79.0000","869.0000",0.00,"PAID","T-11793","2 false alarms. ","11793","COMPLETE","","Callout","R DETECTION"
4592,"U0001723","","2025-06-10 10:58:06","2025-07-04 03:06:07","Jade Ogony","","39A524","Royal Life Saving Academy - 47 Lovell Road, Denistone East, NSW 2112","","1080","Royal Life Saving NSW","CO-2415","Royal Life Saving NSW","2025-06-10","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-11610","Fire Trip ","11610","COMPLETE","","Callout","R DETECTION"
4591,"U0001722","DAVID","2025-06-10 10:39:27","2025-06-29 03:08:53","Jade Ogony","","39955","D.J.Wear - 117 York Street, Sydney, NSW 2000","","166","117 York Street Pty Limited","CO-686","D.J.Wear & Associates","2025-06-10","2025-07-30",260,"","460.0000","46.0000","506.0000",0.00,"PAID","T-09128","Mech Trip Part 2","9128","COMPLETE","","Callout","R DETECTION"
4590,"U0001721","WO 301646 PO 524478","2025-06-10 10:38:29","2025-07-11 03:04:57","Jade Ogony","","39A116 AU106","Goodman AU106 - M5 Industry Park - Building 1 -  1 Moorebank Avenue, Moorebank, NSW 2170","","","Goodman Property Services (Aust) Pty Limited  SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-10","2025-07-30",260,"","750.0000","75.0000","825.0000",0.00,"PAID","T-08400","FFFT ","8400","COMPLETE","","Callout","R DETECTION"
4589,"U0001720","WO 301643 PO 524474","2025-06-10 10:36:10","2025-07-11 03:04:57","Jade Ogony","","39A577 AU099","Goodman AU099 - 31 Heathcote Road, Moorebank, NSW, 2170","","","Goodman Property Services (Aust) Pty Limited  SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-10","2025-07-30",260,"","750.0000","75.0000","825.0000",0.00,"PAID","T-09302","FFFT and AFPS walkthrough","9302","COMPLETE","","Repair","R DETECTION"
4556,"U0001718","W14105245","2025-06-06 15:03:57","2025-07-18 03:17:27","Jade Ogony","As per accepted defect quote QD-0626 dated 07-04-2025.","39A283","18 Smith Street, Parramatta, NSW 2150","","","EUREKA FUND 5 PTY LIMITED ATF EUREKA PROPERTY FUND C/- Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-06-06","2025-07-30",260,"","1462.0000","146.2000","1608.2000",0.00,"PAID","T-10408","Monthly Defect Repairs (Quote QD-0626)","10408","COMPLETE","","Repair","R DETECTION"
4555,"U0001717","W14299081","2025-06-06 15:03:16","2025-07-18 03:17:27","Jade Ogony","As per accepted defect quote QD-0895 dated 30-05-2025.","39A283","18 Smith Street, Parramatta, NSW 2150","","","EUREKA FUND 5 PTY LIMITED ATF EUREKA PROPERTY FUND C/- Knight Frank Australia Pty Ltd","CO-070","Knight Frank Australia Pty","2025-06-06","2025-07-30",260,"","1020.0000","102.0000","1122.0000",0.00,"PAID","T-12470","APFS Report 2025 - Detection and Warning System (Quote QD-0895)","12470","COMPLETE","","Repair","R DETECTION"
4532,"U0001716","Work Order No: 288588 Purchase Order No: 501367","2025-06-06 11:53:20","2025-06-29 03:08:53","Jade Ogony","","39A116 AU106","Goodman AU106 - M5 Industry Park - Building 1 -  1 Moorebank Avenue, Moorebank, NSW 2170","","","Goodman Property Services (Aust) Pty Limited  SC01822","CO-074","Goodman Property Services (Aust) Pty Limited","2025-06-06","2025-07-30",260,"","2062.0000","206.2000","2268.2000",0.00,"PAID","T-07828","Fuji Film- Blding 4","7828","COMPLETE","","Callout","R DETECTION"
4531,"U0001715","Antony","2025-06-05 16:28:36","2025-07-13 03:16:49","Jade Ogony","Alarm on BGA unable to find cause there are BGAs all through the building also detector fault 2 men required
Batteries need replaced in power supply and pump room 7amp hour

7/5/25
Replaced two addressable smoke detectors in cool room faults now clear
Traced alarm on BGA’s in warehouse found BGA in the cool room. failed replaced BGA and cleared alarm
Replace the batteries in the power supply in the pump room
All photos in documents","39380","Costas - 4 Beach Street, Eastern Creek, NSW 2766","","279","Costa Logistics Pty Ltd","CO-350","Costa Logistics Pty Ltd","2025-06-05","2025-07-30",260,"","2090.0000","209.0000","2299.0000",0.00,"PAID","T-03768","Alarm activation over the weekend. Attendance required.","3768","COMPLETE","","Callout","R DETECTION"
