Task Ref,Task Name,Task Client,Task Property,Task Category,Task Service Group,Task Assigned To,Quoted Cost,Quoted Sell,Quoted Profit,Quoted Margin,Estimated Cost,Estimated Sell,Estimated Hours,Committed Cost,Committed Hours,Revised Cost,Revised Sell,Revised Profit,Revised Margin,Revised Hours,Uninvoiced,Left to be incurred,Billable,Net Billable,Actual Cost,Invoiced,Invoiced Credit,Net Invoiced,Actual Profit,Actual Margin,Actual Hours,Cash Position,Cumulative Actual Cost,Cumulative Net Invoiced,Activity Actual Cost,Activity Net Invoiced
T-28601,AFSS inspection report 2025 (Quote QD-1890),C/- ED Realty,"Ya Zhou Wen Hua Enterprises - 541-543 Kent Street, Sydney, NSW 2000 - NSW 2134",Repair,R DETECTION,Nu Unasa,3195.00,4174.01,979.01,23.45%,3195.00,4174.01,0.00,0.00,0.00,3195.00,4174.01,979.01,23.45%,0.00,4174.01,3195.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-31520,FAS Fault investigation,The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers,"Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,534.60,860.00,0.00,534.60,0.00,1264.20,1320.00,55.80,4.23%,0.00,1320.00,1069.20,460.00,460.00,195.00,0.00,0.00,0.00,-195.00,,1.50,-195.00,195.00,0.00,0.00,0.00
T-29074,VESDA in line with RD9,FlameSafe Warranty (Contracts),"Building M - 813-913 Wallgrove Road (Momentum Drive), Eastern Creek DHL",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,474.50,460.00,-14.50,-3.15%,0.00,460.00,0.00,460.00,460.00,474.50,0.00,0.00,0.00,-474.50,,3.65,-474.50,474.50,0.00,0.00,0.00
T-36205,SQ-0702 Works,Greater Sydney Parklands C/ - JLL,Centennial Park - Grand Drive Sydney NSW 2021,Repair,R DETECTION,Gordon Jenkins,469.00,590.00,121.00,20.51%,0.00,0.00,0.00,0.00,0.00,325.00,0.00,-325.00,,0.00,0.00,0.00,0.00,0.00,325.00,0.00,0.00,0.00,-325.00,,2.50,-325.00,325.00,0.00,0.00,0.00
T-13935,Fire Trip,Paspaley Pearls Properties Pty Ltd,"Australasia Chambers - 2 Martin Place, Sydney, NSW 2000",Repair,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,1200.00,0.00,0.00,0.00,294.66,1200.00,905.34,75.45%,0.00,1200.00,0.00,0.00,0.00,294.66,0.00,0.00,0.00,-294.66,,2.27,-294.66,294.66,0.00,0.00,0.00
T-34124,Mechanical Testing,The Trustee for Gemstone Lane Cove Asset,"11-13 Orion Road, Lane Cove West, NSW 2066",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,186.33,0.00,-186.33,,0.00,0.00,0.00,0.00,0.00,186.33,0.00,0.00,0.00,-186.33,,1.43,-186.33,186.33,0.00,0.00,0.00
T-36634,Mech testing assistance,LHD TC Pty Ltd ATF LHD Sub I Trust,"78 Templar Road, Erskine Park, NSW 2759",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,195.00,460.00,265.00,57.61%,0.00,460.00,0.00,460.00,460.00,195.00,0.00,0.00,0.00,-195.00,,1.50,-195.00,195.00,0.00,195.00,0.00
T-20840,Conduct trip on Fire Door,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU870 - Chep - 13-15 Interchange Drive, Eastern Creek - NSW 2766",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-38183,Call Out - FIP P/S Fault,Logos Property Management Pty Limited,"LOGOS - Building 4 - 145 Hollinsworth Road, Marsden Park, NSW 2765",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,195.00,0.00,-195.00,,0.00,0.00,0.00,0.00,0.00,195.00,0.00,0.00,0.00,-195.00,,1.50,-195.00,195.00,0.00,195.00,0.00
T-36637,isolated on Tuesday at 7:30 or earlier,C/- ED Realty,"Ya Zhou Wen Hua Enterprises - 541-543 Kent Street, Sydney, NSW 2000 - NSW 2134",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,160.34,460.00,299.66,65.14%,0.00,460.00,0.00,460.00,460.00,160.34,0.00,0.00,0.00,-160.34,,1.23,-160.34,160.34,0.00,0.00,0.00
T-15610,Attendance requested to investigate new drencher system isolation valve in fault on the FIP. 2025.,Goodman Property Services (Aust) Pty Limited SC01822,Rosehill Industrial Estate,Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,327.17,460.00,132.83,28.88%,0.00,460.00,0.00,460.00,460.00,327.17,0.00,0.00,0.00,-327.17,,2.52,-327.17,327.17,0.00,0.00,0.00
T-09628,PM2025/04 Servicing - Detection (39A337) ,Sydney Trains,"(ROC) Rail Operations Centre - Mandible & Wyndham Street, Alexandria, NSW 2015",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,242.67,1.87,242.67,1860.00,1617.33,86.95%,1.87,1860.00,242.67,1860.00,1860.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-28547,FIP monthly defect repairs (Quote QD-2006),Australian Catholic Universities (ACU),"ACU - Building 520 - 3 Berry Street, North Sydney, NSW 2055",Repair,R DETECTION,Nu Unasa,1260.00,1560.01,300.01,19.23%,1125.67,1560.01,0.00,0.00,0.00,1260.00,1560.01,300.01,19.23%,0.00,1560.01,1125.67,0.00,0.00,134.33,0.00,0.00,0.00,-134.33,,1.03,-134.33,134.33,0.00,0.00,0.00
T-20497,PM2030/09 R DETECTION (39000) ,FlameSafe Fire Protection (Testing Purposes),"FlameSafe Rydalmere Office -  Unit 2, 8-10 Mary Parade, RYDALMERE, 2116",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-25289,Investigation of faults on FIP (Quote QD-1897),The German Butchery Pty Ltd,"7 Grand Avenue, Camellia,  NSW 2142",Repair,R DETECTION,Gordon Jenkins,630.00,780.00,150.00,19.23%,0.00,0.00,0.00,0.00,0.00,130.00,780.00,650.00,83.33%,0.00,0.00,0.00,0.00,0.00,130.00,780.00,0.00,780.00,650.00,83.33%,1.00,650.00,130.00,780.00,0.00,0.00
T-35837,Tower A – FEDEX. Isolations,The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers,"Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,10.83,0.08,3594.49,6340.00,2745.51,43.30%,0.08,6340.00,10.83,6340.00,6340.00,3583.66,0.00,0.00,0.00,-3583.66,,21.57,-3583.66,3583.66,0.00,255.67,0.00
T-31534,Zone 005 Low gas Fault,Emirates,"Emirates - L17 - 1 York Street, Sydney, NSW 2000",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,166.83,460.00,293.17,63.73%,0.00,460.00,0.00,460.00,460.00,166.83,0.00,0.00,0.00,-166.83,,1.28,-166.83,166.83,0.00,0.00,0.00
T-39186,Call-out - FIP Fault  ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU059 - Lidcombe Business Park - Building D - 3-29 Birnie Avenue, Lidcombe NSW",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,1.00,80.17,0.62,80.17,460.00,379.83,82.57%,1.00,460.00,80.17,460.00,460.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-29602,13 bushmasters MOOREBANK,Primary Connect,"MONDC - 13 Bushmaster Avenue, Moorebank, NSW 2170",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,400.83,580.00,179.17,30.89%,0.00,0.00,0.00,0.00,0.00,400.83,580.00,0.00,580.00,179.17,30.89%,3.08,-400.83,400.83,580.00,0.00,0.00
T-36961,"fire alarm activated, require to rectify",Landhop Pty Ltd,"Landhop Chatswood - 11 Spring Street, Chatswood, NSW 2067",Callout,R DETECTION,Hugo,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,210.17,580.00,369.83,63.76%,0.00,580.00,0.00,580.00,580.00,210.17,0.00,0.00,0.00,-210.17,,1.62,-210.17,210.17,0.00,0.00,0.00
T-34390,AFSS Inspection Report Feb 2026 (Quote QD-2417 - FIP),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU240 - Park View Business Park - 3 Talavera Road, Macquarie Park, NSW 2113",Repair,R DETECTION,Nu Unasa,6081.60,7392.31,1310.71,17.73%,5674.26,7392.31,0.00,236.17,1.82,6081.60,7392.31,1310.71,17.73%,1.82,7392.31,5910.43,0.00,0.00,171.17,0.00,0.00,0.00,-171.17,,1.32,-171.17,171.17,0.00,0.00,0.00
T-29685,AFSS defect report December 2025 (Quote QD-1998),TCAL ATF Altis Bulky Sub Trust 3 Erskine Park C/- Knight Frank Australia Pty Ltd,"N&A & ACR - 10-12 Distribution Drive, Orchard Hills, NSW 2060",Repair,R DETECTION,Gordon Jenkins,1063.49,1315.83,252.34,19.18%,903.16,1315.83,0.00,0.00,0.00,1063.49,1315.83,252.34,19.18%,0.00,1315.83,903.16,0.00,0.00,160.33,0.00,0.00,0.00,-160.33,,1.23,-160.33,160.33,0.00,0.00,0.00
T-07534,5 Yearly Detection and Warning - Addressable. ,Jones Lang LaSalle (NSW) Pty Ltd,"Rural Fire Brigade - 42 Lamb Street, Glendenning, NSW 2761",Callout,R DETECTION,Haider Al-Heyoury,0.00,0.00,0.00,,0.00,1600.00,0.00,146.88,0.00,493.55,1600.00,1106.45,69.15%,0.00,1600.00,146.88,0.00,0.00,346.67,0.00,0.00,0.00,-346.67,,2.67,-346.67,346.67,0.00,0.00,0.00
T-32309,FIP Fault investigation,Henderson & Horning Pty Ltd,"40 Ricketty Road, Mascot, NSW 2020",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,418.16,460.00,41.84,9.10%,0.00,460.00,0.00,460.00,460.00,418.16,0.00,0.00,0.00,-418.16,,3.22,-418.16,418.16,0.00,0.00,0.00
T-36098,Install 24VAC cable Unit 4/Crest,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU019 - Transtech Business Park - 12 Mars Road, Lane Cove West, NSW 2066",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10435,PM2025/05 Servicing - Detection (39076) ,Campbellfield Land Pty Ltd as trustee for Campbellfield Land Pty Ltd Land Unit Trust C/- CBRE (V) Pty Ltd VIC Rents Trust,"Sircel - 78-82 Marple Avenue, Villawood, NSW 2163",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,2.17,0.00,-2.17,,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00,0.00,-2.17,,0.02,-2.17,2.17,0.00,0.00,0.00
T-31091,FIP Annual Defects repairs/investigation (Quote QD-2044),Linfox Australia,"Linfox - 3 Harris Avenue, Marsden Park, NSW 2765",Repair,R DETECTION,Nu Unasa,1890.00,2340.00,450.00,19.23%,1484.83,2340.00,0.00,0.00,0.00,1890.00,2340.00,450.00,19.23%,0.00,2340.00,1484.83,0.00,0.00,405.17,0.00,0.00,0.00,-405.17,,3.12,-405.17,405.17,0.00,0.00,0.00
T-36567,SQ-0720 Works,Greater Sydney Parklands C/ - JLL,Centennial Park - Grand Drive Sydney NSW 2021,Repair,R DETECTION,,790.00,1027.00,237.00,23.08%,0.00,1027.00,0.00,790.00,0.00,790.00,1027.00,237.00,23.08%,0.00,1027.00,790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-31974,AFSS inspection report December 2025 (Quote QD-2077 - FIP),Ashfield Catholic & Community Club Ltd,"Club Ashfield - 1-11 Charlotte Street, Ashfield, NSW 2131",Repair,R DETECTION,Gordon Jenkins,1953.07,2425.82,472.75,19.49%,693.07,2425.82,0.00,0.00,0.00,2827.24,2425.82,-401.42,-16.55%,0.00,2425.82,693.07,0.00,0.00,2134.17,0.00,0.00,0.00,-2134.17,,16.42,-2134.17,2134.17,0.00,0.00,0.00
T-32610,AFSS Inspection report Jan 2026 (Quote QD-2160 - FIP),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU820 - City West Office Park - Building A (Channel 10) -1-31 Saunders Street PYRMONT, NSW, 2009,",Repair,R DETECTION,John Minai,1338.00,1670.76,332.76,19.92%,1338.00,1670.76,0.00,0.00,0.00,1338.00,1670.76,332.76,19.92%,0.00,1670.76,1338.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-29184,AFSS Inspection report Nov 2025 (Quote QD-1974),KNAPP & Associates,"Sebel - 48 Airds Road, Minto, NSW 2566",Repair,R DETECTION,Gordon Jenkins,3930.00,4630.01,700.01,15.12%,3735.00,4630.01,0.00,0.00,0.00,3930.00,4630.01,700.01,15.12%,0.00,4630.01,3735.00,0.00,0.00,195.00,0.00,0.00,0.00,-195.00,,1.50,-195.00,195.00,0.00,0.00,0.00
T-12518,Monthly Defect Repairs (Quote QD-0598),The Trust Company Limited in its capacity as agent for CHPine ATF Minto Trust Bieson P/ L ATF the CHPIP Minto Trust,"2A / 2B Culverston Road, Minto, NSW, 2566",Repair,R DETECTION,Nu Unasa,590.00,590.00,0.00,0.00%,525.00,590.00,0.00,130.18,0.00,720.18,590.00,-130.18,-22.06%,0.00,590.00,655.18,0.00,0.00,65.00,0.00,0.00,0.00,-65.00,,0.50,-65.00,65.00,0.00,0.00,0.00
T-30724,replacement of batteries 26ah,The Trust Company Limited in its capacity as agent for CHPine ATF Minto Trust Bieson P/ L ATF the CHPIP Minto Trust,"2A / 2B Culverston Road, Minto, NSW, 2566",I&T,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-36635,QD-2592 - FIP Works,Retail Ready Operations Australia,"COLES RRM - 54 Templar Road, Erskine Park, NSW 2759",Repair,R DETECTION,Gordon Jenkins,7262.72,9587.82,2325.10,24.25%,7262.72,9587.82,24.00,0.00,0.00,7262.72,9587.82,2325.10,24.25%,24.00,9587.82,7262.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-34151,FIP Investigation,Henderson & Horning Pty Ltd,"40 Ricketty Road, Mascot, NSW 2020",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,234.00,460.00,226.00,49.13%,0.00,460.00,0.00,460.00,460.00,234.00,0.00,0.00,0.00,-234.00,,1.80,-234.00,234.00,0.00,0.00,0.00
T-31153,AFSS inspection report December 2025 (Quote QD-1985),Linfox Australia,"Linfox - 3 Harris Avenue, Marsden Park, NSW 2765",Repair,R DETECTION,John Minai,1700.00,2050.00,350.01,17.07%,1541.83,2050.00,0.00,0.00,0.00,1700.00,2050.00,350.01,17.07%,0.00,2050.00,1541.83,0.00,0.00,158.17,0.00,0.00,0.00,-158.17,,1.22,-158.17,158.17,0.00,0.00,0.00
T-20266,PM2025/11 SYSTEM INTERFACE TESTING (39A671),State Library of NSW,"State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000",I&T,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,385.67,2.97,2896.83,0.00,-2896.83,,2.97,0.00,385.67,0.00,0.00,2511.16,0.00,0.00,0.00,-2511.16,,15.32,-2511.16,2511.16,0.00,0.00,0.00
T-31469,Detectors non operational,Qanstruct,"Aliro Chipping Norton - 30-40 Alfred Road, Chipping Norton, NSW 2170",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,227.50,0.00,-227.50,,0.00,0.00,0.00,0.00,0.00,227.50,0.00,0.00,0.00,-227.50,,1.75,-227.50,227.50,0.00,0.00,0.00
T-35784,isolate the detectors at AU877-Bldg 3 Light and Wonder office,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU877 - Silverwater D/C - Light & Wonder - 4 Newington Road, Silverwater, NSW 1044",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,296.84,460.00,163.16,35.47%,0.00,460.00,0.00,460.00,460.00,296.84,0.00,0.00,0.00,-296.84,,2.28,-296.84,296.84,0.00,0.00,0.00
T-32341,AFSS Inspection report December 2025 (Quote QD-1996),Keith Engineering (Australia) Pty Ltd,"Keith Engineering -  20 Kellet Close, Erskine Park, NSW 2759",Repair,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-34783,Mechanical trip test,Lendlease Real Estate Investments Ltd C/- JLL,"71 Owen Street, Glendenning, NSW 2761",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,210.17,460.00,249.83,54.31%,0.00,460.00,0.00,460.00,460.00,210.17,0.00,0.00,0.00,-210.17,,1.62,-210.17,210.17,0.00,0.00,0.00
T-27426,PM2026/01 R DETECTION (39A626) ,Bieson Pty Ltd C/- CBRE Pty Ltd CBRE,"20 Eastern Creek Drive, Eastern Creek, NSW 2766",I&T,R DETECTION,Haider Al-Heyoury,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09362,5 Yearly Detection and OWS,Logos Property Management Pty Limited,"LOGOS - Unitrans -  2-4 Harvey Road, Kings Park, NSW 2148",Callout,R DETECTION,Jade Ogony,0.00,0.00,0.00,,217.00,5900.00,0.00,0.00,0.00,217.00,5900.00,5683.00,96.32%,0.00,5900.00,217.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-28414,Replacement of the vesda filters,Lendlease Real Estate Investments Ltd C/- JLL,"Visy Recycling - 112 Euston Road, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,569.83,0.00,-569.83,,0.00,0.00,0.00,0.00,0.00,569.83,0.00,0.00,0.00,-569.83,,4.38,-569.83,569.83,0.00,0.00,0.00
T-32310,39A164 (Service Quote SQ-0592),Nks (NSW) Pty Ltd C/- Dunnet Properties Pty Ltd Pty Ltd,"NKS - 2 Eden Park Drive, Macquarie Park, NSW 2113",Repair,R DETECTION,Hugo,528.88,901.26,372.38,41.32%,0.00,680.63,0.00,708.88,3.00,708.88,680.63,-28.25,-4.15%,3.00,680.63,708.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-33630,39A495 (Service Quote SQ-0387),"Centuria Property Funds No. 2 Ltd ACF ACN 062 671 872 Pty Ltd  ATF BIPT Marple Ave Sub Trust Level 41, Chifley Tower 2 Chifley Square  SYDNEY NSW 2000","Baxter - 164 Newton Road, Wetherill Park, NSW 2164",Repair,R DETECTION,Nu Unasa,10624.02,13702.25,3078.23,22.47%,10526.52,13702.25,0.00,0.00,0.00,10624.02,13702.25,3078.23,22.47%,0.00,13702.25,10526.52,0.00,0.00,97.50,0.00,0.00,0.00,-97.50,,0.75,-97.50,97.50,0.00,0.00,0.00
T-14754,PM2025/08 R DETECTION (39753 AU893) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-21317,PM2025/11 R DETECTION (39753 AU893),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-27606,Replace 2 x 7ah Batteries to Level 1,Radio 2GB Sydney Pty Ltd,"Nine Radio L1 Building C - 33-35 Saunders Street, Pyrmont, NSW 2009",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,22.00,0.00,39.33,460.00,420.67,91.45%,0.00,460.00,22.00,460.00,460.00,17.33,0.00,0.00,0.00,-17.33,,0.13,-17.33,17.33,0.00,17.33,0.00
T-35838,Peter has called requesting technician to disconnect the batteries to the fire indicator panels for…,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU002 - Slough Business Park - Block B Units 11-20 - 2 Slough Avenue, Silverwater, NSW, 2128",Callout,R DETECTION,Tim Hu,0.00,0.00,0.00,,0.00,0.00,0.00,130.00,1.00,260.00,590.00,330.00,55.93%,1.00,0.00,130.00,0.00,-330.00,130.00,590.00,0.00,590.00,460.00,77.97%,1.00,-130.00,130.00,590.00,0.00,0.00
T-09365,Mech Trip ,The Trustee for Charter Hall Prime Industrial Fund C/- CBRE Pty Ltd CBRE,"Coles CFC - 154 Cowpasture Road, Wetherill Park, NSW 2164",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07536,Fairola St & Rachael - 5 Yearly Detection and Warning ,Jones Lang LaSalle (NSW) Pty Ltd,"Silverwater Industrial Park -  Corner Fariola St, Slough Ave & Rachael Cl Silverwater, NSW 2128",Callout,R DETECTION,Jade Ogony,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,99.67,0.00,-99.67,,0.00,0.00,0.00,0.00,0.00,99.67,0.00,0.00,0.00,-99.67,,0.77,-99.67,99.67,0.00,0.00,0.00
T-29386,FIP faults - Annual testing (Quote QD-1781),West Infill Sub TC PTY LTD ATF West Infill Sub II Trust C/- CBRE Pty Ltd,"30 Loftus Road, Yennora , NSW 2161",Repair,R DETECTION,Gordon Jenkins,1646.00,2069.93,423.93,20.48%,1329.67,2069.93,0.00,0.00,0.00,1646.00,2069.93,423.93,20.48%,0.00,2069.93,1329.67,0.00,0.00,316.33,0.00,0.00,0.00,-316.33,,2.43,-316.33,316.33,0.00,0.00,0.00
T-37324,2 industrial fans inspection,FlameSafe Warranty (Contracts),"Jacfin Ricoh - 4  Telopea Place, Eastern Creek, NSW 2766",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,216.67,460.00,243.33,52.90%,0.00,460.00,0.00,460.00,460.00,216.67,0.00,0.00,0.00,-216.67,,1.67,-216.67,216.67,0.00,0.00,0.00
T-34915,FIP Monthly defect repairs (Quote QD-2528),The Trustee for Gemstone Lane Cove Asset,"11-13 Orion Road, Lane Cove West, NSW 2066",Repair,R DETECTION,John Minai,2364.00,3053.96,689.96,22.59%,1314.00,1753.95,0.00,0.00,0.00,1314.00,1753.95,439.95,25.08%,0.00,1753.95,1314.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-14750,PM2025/06 R DETECTION (39753 AU893) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU893 - Riverwood Business Park - 92-100 Belmore Road, Riverwood, NSW, 2210",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-35477,532-investigate fire trip alarm. 532.07 female bathrooms.,Australian Catholic Universities (ACU),"ACU - Building 532 - 8-20 Napier Street, North Sydney, NSW 2055",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-36074,QD-2536 Works,Unions NSW Property and Services Limited,"Labour Council of NSW - 377-383 Sussex Street, Sydney, NSW 2000",Repair,R DETECTION,John Minai,210.00,460.00,250.00,54.35%,210.00,460.00,0.00,0.00,0.00,210.00,460.00,250.00,54.35%,0.00,460.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-36072,QD-2430... Works,Altis Bulky Retail ATF Altis Bulky Sub Trust 4 The Trust Company (Australia) LTD ACF Altis Bulky Sub Trust 4,"Space 207 - 207 Pacific Highway, St Leonards, NSW 2065",Repair,R DETECTION,John Minai,4657.62,5673.04,1015.42,17.90%,4657.62,5673.04,0.00,0.00,0.00,4657.62,5673.04,1015.42,17.90%,0.00,5673.04,4657.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-12700,Owners Agent defect 2025- Smoke Exhaust Panel (Quote QD-0769),Goodman Property Services (Aust) Pty Limited  SC01822,"Goodman AU099 - 31 Heathcote Road, Moorebank, NSW, 2170",Repair,R DETECTION,Gordon Jenkins,840.00,1040.00,200.00,19.23%,0.00,1040.00,0.00,0.00,0.00,966.33,1040.00,73.68,7.08%,0.00,1040.00,0.00,0.00,0.00,966.33,0.00,0.00,0.00,-966.33,,7.43,-966.33,966.33,0.00,0.00,0.00
T-17897,5 Yearly Warning System (Quote QD-1419),Andrews Meat Industries Pty Ltd,"Andrews Meats - 38 Birnie Avenue, Lidcombe, NSW 2141",Repair,R DETECTION,Ryan Robinson,1240.00,1560.00,320.00,20.51%,1240.00,1560.00,0.00,0.00,0.00,1240.00,1560.00,320.00,20.51%,0.00,1560.00,1240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-12727,Fault on LHS Roler shutter,Jones Lang LaSalle (NSW) Pty Ltd,"Visy Recycling - 112 Euston Road, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,4.33,460.00,455.67,99.06%,0.00,460.00,0.00,460.00,460.00,4.33,0.00,0.00,0.00,-4.33,,0.03,-4.33,4.33,0.00,0.00,0.00
