Task Ref,Task Name,Task Client,Task Property,Task Category,Task Service Group,Task Assigned To,Quoted Cost,Quoted Sell,Quoted Profit,Quoted Margin,Estimated Cost,Estimated Sell,Estimated Hours,Committed Cost,Committed Hours,Revised Cost,Revised Sell,Revised Profit,Revised Margin,Revised Hours,Uninvoiced,Left to be incurred,Billable,Net Billable,Actual Cost,Invoiced,Invoiced Credit,Net Invoiced,Actual Profit,Actual Margin,Actual Hours,Cash Position,Cumulative Actual Cost,Cumulative Net Invoiced,Activity Actual Cost,Activity Net Invoiced
T-11500,Faults on FIP,Retail Ready Operations Australia,"COLES RRM - 54 Templar Road, Erskine Park, NSW 2759",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,244.83,1.88,244.83,590.00,345.17,58.50%,1.88,0.00,244.83,0.00,0.00,0.00,590.00,0.00,590.00,590.00,100.00%,0.00,590.00,0.00,590.00,0.00,0.00
T-03194,PM2024/12 Servicing - Detection (39392) ,Vassk Investments Pty Ltd ATF Greenhills Estate Unit Trust C/-CBRE,"Toll - 11A Greenhills Avenue, Moorebank, NSW 2170",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,82.33,0.63,82.33,0.00,-82.33,,0.63,0.00,82.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07204,PM2025/02 Servicing - Detection (39A460) ,Lendlease Real Estate Investments Ltd,"Visy Recycling - 112 Euston Road, Alexandria, NSW 2015",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,234.00,1.80,234.00,0.00,-234.00,,1.80,0.00,234.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10809,PM2025/05 Servicing - Detection (39105) ,T & JE Tamba,"31 Liberty Road, Huntingwood, NSW 2148",I&T,R DETECTION,Rory Mortel,0.00,0.00,0.00,,0.00,0.00,0.00,45.50,0.35,45.50,0.00,-45.50,,0.35,0.00,45.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-02110,PM2024/11 Servicing - Detection (39A602 A) ,Logos Property Management Pty Limited,"LOGOS - Building 4 - 145 Hollinsworth Road, Marsden Park, NSW 2765",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,54.17,0.42,54.17,0.00,-54.17,,0.42,0.00,54.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07385,PM2025/02 Servicing - Detection (39A671) ,State Library of NSW,"State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,173.33,1.33,173.33,0.00,-173.33,,1.33,0.00,173.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10747,PM2025/05 Servicing - Detection (39A435 AU079) ,Goodman Property Services (Aust) Pty Limited SC01822,"GoodmanAU079 Greystanes Park East - (BLDG 4) 3M, 5 Reconciliation Rise PEMULWUY, 2145, NSW",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,127.83,0.98,127.83,0.00,-127.83,,0.98,0.00,127.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10606,PM2025/05 Servicing - Detection (39959) ,Daviben Pty Ltd,"Designer Transport - 75 Henderson Street, Turrella, NSW 2205",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,2.17,0.02,2.17,0.00,-2.17,,0.02,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-08592,PM2025/03 Servicing - Detection (39840) ,Linfox Australia,"Linfox - 27-49 Lenore Drive, Erskine Park, NSW 2759",I&T,R DETECTION,Rory Mortel,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07367,PM2025/02 Servicing - Detection (39A629 AU184) ,Qanstruct,"Goodman AU184 - 18A & 18B Emporium Avenue, Kemps Creek, NSW 2178",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,114.84,0.88,114.84,0.00,-114.84,,0.88,0.00,114.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-05298,PM2025/01 Servicing - Detection (39A525) ,The Trust Company (Australia) Limited ATF FIP Hold 1 Trust,"26 Nelson Road, Yennora, NSW 2161",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,143.00,1.10,143.00,0.00,-143.00,,1.10,0.00,143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-01962,PM2024/11 Servicing - Detection (39A141 B) ,Dexus Property Services P/L (DXPS),39A141 B 2 Turnbull Close Pemulwuy,I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,4.33,0.03,4.33,0.00,-4.33,,0.03,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-01670,PM2024/11 Servicing - Detection (39392) ,Vassk Investments Pty Ltd ATF Greenhills Estate Unit Trust C/-CBRE,"Toll - 11A Greenhills Avenue, Moorebank, NSW 2170",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,4.33,0.03,4.33,0.00,-4.33,,0.03,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-11044,Trip test for Fans,Polycell NSW Pty Ltd,"POLYCELL - 20-22 Lidco Street, Arndell Park, NSW 2148",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,195.00,1.50,195.00,460.00,265.00,57.61%,1.50,0.00,195.00,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-00430,PM2024/10 Servicing - Detection (39981) ,Primary Connect,"Primary connect- EPXD- 36 Templar Road, Erskine Park, NSW 2759",I&T,R DETECTION,Glen Forrest,0.00,0.00,0.00,,0.00,0.00,0.00,3.33,0.03,3.33,0.00,-3.33,,0.03,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00316,PM2024/10 Servicing - Detection (39A205) ,Asia Property AU 1 ATF the Concerto Camellia Property Trust,"11A & 11B Grand Avenue, Camellia, NSW 2142",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,97.50,0.75,97.50,0.00,-97.50,,0.75,0.00,97.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07065,PM2025/02 Servicing - Detection (39A116) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU106 - M5 Industry Park - Building 1 -  1 Moorebank Avenue, Moorebank, NSW 2170",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,292.50,2.25,292.50,0.00,-292.50,,2.25,0.00,292.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09997,PM2025/01 Servicing - Detection (39A664) ,The Owners - Strata Plan 106016 C/O Beaumont Strata Management Pty Ltd,"SP 106016 - 9 Lindsay Street, Rockdale, NSW 2166",I&T,R DETECTION,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-20102,Greg Cockayne has emailed requesting attendance Saturday the 18/10/25 @ 6am to isolate the smoke de…,Primary Connect,"MONDC - 13 Bushmaster Avenue, Moorebank, NSW 2170",Callout,R DETECTION,Ryan Robinson,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,780.00,1160.00,380.00,32.76%,0.00,0.00,0.00,0.00,0.00,780.00,1160.00,0.00,1160.00,380.00,32.76%,4.00,-780.00,780.00,1160.00,0.00,0.00
T-02509,AC trip Fire Panel,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU543 - Packcentre Shed 2 - 33-83 Quarry Road, Erskine Park, NSW 2759",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,121.33,0.93,121.33,460.00,338.67,73.62%,0.93,0.00,121.33,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-18295,fault on FIP,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,312.00,590.00,278.00,47.12%,0.00,0.00,0.00,0.00,0.00,312.00,590.00,0.00,590.00,278.00,47.12%,2.40,278.00,312.00,590.00,0.00,0.00
T-10783,PM2025/05 Servicing - Detection (39A504) ,Australian Catholic Universities (ACU),"ACU - Building 520 - 3 Berry Street, North Sydney, NSW 2055",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,47.67,0.37,47.67,0.00,-47.67,,0.37,0.00,47.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-32375,"Tuesday, 10 March 2026 at 7am for an evacuation drill",Costco Wholesale Australia New Zealand,"Costco Casula - 20 Parkers Farm Place, Casula, 2170 NSW",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,123.50,460.00,336.50,73.15%,0.00,0.00,0.00,0.00,0.00,123.50,460.00,0.00,460.00,336.50,73.15%,0.95,336.50,123.50,460.00,0.00,0.00
T-13955,Mech trip,c/- Cushman & Wakefield Pty Ltd,"Barangaroo Culture Space Building - Cnr Towns Place and Dalgety Road, Millers Point, NSW 2000",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,539.50,4.15,539.50,850.00,310.50,36.53%,4.15,0.00,539.50,0.00,0.00,0.00,850.00,0.00,850.00,850.00,100.00%,0.00,850.00,0.00,850.00,0.00,0.00
T-05311,PM2025/01 Servicing - Detection (39A554) ,Mosaic Brands Limited,"Mosiac - 61 Dunning Road, Rosebery - NSW 2018",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,41.17,0.32,41.17,0.00,-41.17,,0.32,0.00,41.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10536,PM2025/05 Servicing - Detection (39676 AU643) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU643 - 19 Berry Street, Granville, NSW 2142",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,221.00,1.70,221.00,0.00,-221.00,,1.70,0.00,221.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00947,AU058-Metcash,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU058 - Bungaribee Industrial Estate - Building 2 -  Metcash - 71 Huntingwood Drive Building 2, Huntingwood, NSW, 2148",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,3.33,0.03,3.33,2396.00,2392.67,99.86%,0.03,0.00,3.33,0.00,0.00,0.00,2396.00,0.00,2396.00,2396.00,100.00%,0.00,2396.00,0.00,2396.00,0.00,0.00
T-11502,Mechanical Trip 2025,c/- Cushman & Wakefield Pty Ltd,"Barangaroo Culture Space Building - Cnr Towns Place and Dalgety Road, Millers Point, NSW 2000",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,171.17,1.32,463.67,720.00,256.33,35.60%,1.32,0.00,171.17,0.00,0.00,292.50,720.00,0.00,720.00,427.50,59.38%,2.25,427.50,292.50,720.00,0.00,0.00
T-08524,PM2025/03 Servicing - Detection (39619) ,Lendlease Funds Management Ltd,"Buildings A, B & C - 29 Davis Road, Wetherill Park, NSW 2000",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,1170.00,5.00,1170.00,0.00,-1170.00,,5.00,0.00,1170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-03702,PM2024/12 Servicing - Detection (39A660) ,Richard Crookes Pty Ltd,"Woolworths JR - 12 Bushmaster Avenue, Moorebank, NSW 2170",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,2.17,0.02,2.17,0.00,-2.17,,0.02,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-04392,39A591 (Quote QD-0249),Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU240 - Park View Business Park - 3 Talavera Road, Macquarie Park, NSW 2113",Repair,R DETECTION,Gordon Jenkins,590.00,590.00,0.00,0.00%,0.00,0.00,0.00,528.67,4.07,528.67,590.00,61.33,10.39%,4.07,0.00,528.67,0.00,0.00,0.00,590.00,0.00,590.00,590.00,100.00%,0.00,590.00,0.00,590.00,0.00,0.00
T-08712,PM2025/03 Servicing - Detection (39A370) ,Costco Wholesale Auburn,"Costco Oakdale Depot - 15 Ottellia Road, Kemps Creek, NSW 2141",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,80.17,0.62,80.17,0.00,-80.17,,0.62,0.00,80.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00069,PM2024/10 Servicing - Detection (39447) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU543 - Packcentre Shed 2 - 33-83 Quarry Road, Erskine Park, NSW 2759",I&T,R DETECTION,Rory Mortel,0.00,0.00,0.00,,0.00,0.00,0.00,1.67,0.02,1.67,0.00,-1.67,,0.02,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-19709,inspect the FIP fault at Network Ten,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU820 - City West Office Park - Building A (Channel 10) -1-31 Saunders Street PYRMONT, NSW, 2009,",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,145.00,0.00,415.84,460.00,44.16,9.60%,0.00,0.00,145.00,0.00,0.00,270.84,460.00,0.00,460.00,189.16,41.12%,2.08,189.16,270.84,460.00,0.00,0.00
T-04869,PM2025/01 Servicing - Detection (39A478) ,Unions NSW Property and Services Limited,"Labour Council of NSW - 377-383 Sussex Street, Sydney, NSW 2000",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10933,PM2025/05 Servicing - Detection (39A678) ,FlameSafe Warranty (Contracts),"Dexus Velociti Moorebank - 12 Church Street  MOOREBANK, 2170, NSW",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-03255,PM2024/12 Servicing - Detection (39659) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU545 - Interlink Industrial Estate - Kimberly Clark -  35 Sarah Andrews Close, Erskine Park, NSW 2759",I&T,R DETECTION,Aaron Hollingsworth,0.00,0.00,0.00,,0.00,0.00,0.00,97.50,0.75,97.50,0.00,-97.50,,0.75,0.00,97.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-03271,PM2024/12 Servicing - Detection (39696) ,Costco Wholesale Auburn,"Costco Wholesale - 17-21 Parramatta Road, Auburn, NSW 2141",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,106.17,0.82,106.17,0.00,-106.17,,0.82,0.00,106.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10574,PM2025/05 Servicing - Detection (39820) ,Gwynvill Trading,"Bata House - 166 William Street, Darlinghurst, NSW 2010",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07194,PM2025/02 Servicing - Detection (39A436) ,Lejeune Family Medical Practice,"Lejeune Family Medical Practice - 50 Murrat Farm Road, Carlingford, NSW 2118",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,86.67,0.67,86.67,0.00,-86.67,,0.67,0.00,86.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00059,PM2024/10 Servicing - Detection (39414) ,One Funds Management Limited ATF Ben Lee Property Trust No 5,"Ontex - 5 Wonderland Drive, Eastern Creek, NSW 2766",I&T,R DETECTION,Glen Forrest,0.00,0.00,0.00,,0.00,0.00,0.00,3.33,0.03,3.33,0.00,-3.33,,0.03,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-08605,PM2025/03 Servicing - Detection (39905) ,Lisbon Street Pty Ltd,"Murphy Transport/Pascoes -  93-121 Lisbon Street, Fairfield, NSW 2165",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10843,PM2025/05 Servicing - Detection (39A581 A) ,Logos Property Management Pty Limited,"LOGOS - Unit 1A, 246 Miller Road, Villawood - NSW 2163",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,58.50,0.45,58.50,0.00,-58.50,,0.45,0.00,58.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09089,Site attendance required to conduct a mock fire drill requested by Costco.,Costco Wholesale Auburn,"Costco Casula - 20 Parkers Farm Place, Casula, 2170 NSW",Callout,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,36.83,0.28,36.83,460.00,423.17,91.99%,0.28,0.00,36.83,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-04844,PM2025/01 Servicing - Detection (39942) ,BGIS Pty Ltd,"Woolworths - Building 1 Kiaora Lands -  1 Kiaora Road, Double Bay, NSW 2028",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,394.33,3.03,394.33,0.00,-394.33,,3.03,0.00,394.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-19306,carry out mechanical fire testing ,One Funds Management Limited ATF Ben Lee Property Trust No 5,"Ontex - 5 Wonderland Drive, Eastern Creek, NSW 2766",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,455.00,720.00,265.00,36.81%,0.00,0.00,0.00,0.00,0.00,455.00,720.00,0.00,720.00,265.00,36.81%,3.50,265.00,455.00,720.00,0.00,0.00
T-07346,PM2025/02 Servicing - Detection (39783) ,Dexus Property Services P/L (DXPS),39783 3 Basalt Road Pemulwuy,I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,151.67,1.17,151.67,0.00,-151.67,,1.17,0.00,151.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-07099,PM2025/02 Servicing - Detection (39A277) ,Lendlease Real Estate Investments Ltd C/- JLL,"Silverwater Industrial Park -  Corner Fariola St, Slough Ave & Rachael Cl Silverwater, NSW 2128",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,71.50,0.55,71.50,0.00,-71.50,,0.55,0.00,71.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-03186,PM2024/12 Servicing - Detection (39295) ,Harbour View Hotel,"Harbourview Hotel - 18 Lower Fort Street, The Rocks, NSW 2000",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,45.50,0.35,45.50,0.00,-45.50,,0.35,0.00,45.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-05220,PM2025/01 Servicing - Detection (39A419) ,Goodman Property Services (Aust) Pty Limited SC01822,Goodman AU079 Greystanes Park East - Laminex (bldg 1) 2 Foundation Place PEMULWUY,I&T,R DETECTION,Rory Mortel,0.00,0.00,0.00,,0.00,0.00,0.00,2.17,0.02,2.17,0.00,-2.17,,0.02,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-11078,Mech Trip Test,The Trustee for Gemstone Lane Cove Asset,"11-13 Orion Road, Lane Cove West, NSW 2066",Callout,R DETECTION,Nu Unasa,0.00,0.00,0.00,,0.00,0.00,0.00,179.83,1.38,179.83,460.00,280.17,60.91%,1.38,0.00,179.83,0.00,0.00,0.00,460.00,0.00,460.00,460.00,100.00%,0.00,460.00,0.00,460.00,0.00,0.00
T-02418,39265 (Quote QD-0031),HJ & CI Investments Pty Ltd ATF HJ and CI Investment Unit Trust,"Astron Plastics - 6 Brooks Road, Ingleburn, NSW 2565",Repair,R DETECTION,Gordon Jenkins,2797.94,3013.32,215.38,7.15%,0.00,0.00,0.00,0.00,0.00,717.94,3013.32,2295.38,76.17%,0.00,0.00,0.00,0.00,0.00,717.94,3013.32,0.00,3013.32,2295.38,76.17%,0.00,3013.32,717.94,3013.32,0.00,0.00
T-00207,PM2024/10 Servicing - Detection (39799) ,Bishops Real Estate Pty Ltd,"Webstar/Bluestar - Units 1, 2 & 3 - 83 Derby Street, Silverwater, 2128 - NSW 237",I&T,R DETECTION,Maurea Tumai-Crawford,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,125.00,0.00,-125.00,,0.00,0.00,0.00,0.00,0.00,125.00,0.00,0.00,0.00,-125.00,,1.25,-125.00,125.00,0.00,0.00,0.00
T-10587,PM2025/05 Servicing - Detection (39902) ,Raad Property Acquisition No 65 Pty Ltd,"60-68 Hampstead Road, Auburn, NSW 2144",I&T,R DETECTION,Mark Sorridimi,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00463,PM2024/10 Servicing - Detection (39084) ,C/- CBRE,"Pavesi Industrial Estate - 25-31 Pavesi Street, Guildford, NSW 2161",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,3.33,0.03,3.33,0.00,-3.33,,0.03,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-31521,"Level 5 Fire Signal Investigation- 3M building, North Ryde",Quality Green Metro Pty Ltd as Trustee for Quality Green Metro Unity Trust,"3M - 1A Rivett Road, North Ryde, NSW 2113",Callout,R DETECTION,John Minai,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,229.67,460.00,230.33,50.07%,0.00,0.00,0.00,0.00,0.00,229.67,460.00,0.00,460.00,230.33,50.07%,1.77,230.33,229.67,460.00,0.00,0.00
T-00698,PM2024/10 Servicing - Detection (39A581 G) ,Logos Property Management Pty Limited,"LOGOS - Unit 3B - 246 Miller Road, Villawood, NSW 2163",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10491,PM2025/05 Servicing - Detection (39516) ,Net Strata,"SP 76299 -  228-234 Pacific Highway, Greenwich, NSW 2065",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,106.17,0.82,106.17,0.00,-106.17,,0.82,0.00,106.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-00539,PM2024/10 Servicing - Detection (39A508) ,Aeria Management Group,39A508 4 Murray Jones Drive Bankstown Aerodrome (Site 201),I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-11839,Panel fault,FDC Construction & Fitout Pty Ltd,"Mobis - 77 Peter Brock Drive, Eastern Creek, NSW 2766",Callout,R DETECTION,Gordon Jenkins,0.00,0.00,0.00,,0.00,0.00,0.00,130.00,1.00,130.00,460.00,330.00,71.74%,1.00,460.00,130.00,460.00,460.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-09145,39803 (Quote QD-0385),Pengton No. 1 Pty Ltd ATF Pengton No. 1 Unit Trust,"Pengton - 80 George Street, Parramatta, NSW 2150",Repair,R DETECTION,Jimmy Kak,590.00,590.00,0.00,0.00%,590.00,590.00,0.00,0.00,0.00,590.00,590.00,0.00,0.00%,0.00,590.00,590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-08480,PM2025/03 Servicing - Detection (39399) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU181 -Homemaker Centre -  49-59 O'Riordan Street, Alexandria, NSW 2015",I&T,R DETECTION,Sydney Kak,0.00,0.00,0.00,,0.00,0.00,0.00,4.33,0.03,4.33,0.00,-4.33,,0.03,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
T-10739,PM2025/05 Servicing - Detection (39A428 A AU820) ,Goodman Property Services (Aust) Pty Limited SC01822,"Goodman AU820 - City West Office Park - Building A (Channel 10) -1-31 Saunders Street PYRMONT, NSW, 2009,",I&T,R DETECTION,Darren Brailey,0.00,0.00,0.00,,0.00,0.00,0.00,104.00,0.80,104.00,0.00,-104.00,,0.80,0.00,104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00
